	batch_id	status	size_mb	start_time	finish_time	total_time_sec	total_time_min
3193	3193	DONE	12.520318984985352	1504716013.9910214	1504716024.0431619	10.052140474319458	0.16753567457199098
3212	3212	DONE	25.040573120117188	1504716295.81313	1504716312.2091353	16.396005392074585	0.27326675653457644
3219	3219	DONE	14.376750946044922	1504716418.853002	1504716429.154825	10.301822900772095	0.1716970483462016
3195	3195	DONE	9.749002456665039	1504716044.2084944	1504716052.7140267	8.505532264709473	0.14175887107849122
3206	3206	DONE	12.521120071411133	1504716212.2318554	1504716222.07769	9.845834493637085	0.16409724156061808
3184	3184	DONE	12.520553588867188	1504715874.631209	1504715883.9400342	9.308825254440308	0.15514708757400514
3209	3209	DONE	12.521413803100586	1504716261.2209368	1504716271.3467436	10.12580680847168	0.16876344680786132
4610	4610	DONE	12.520730972290039	1504743040.9204903	1504743050.6281064	9.707616090774536	0.16179360151290895
3189	3189	DONE	9.750093460083008	1504715951.0367	1504715959.7576838	8.720983743667603	0.1453497290611267
3478	3478	DONE	12.52055549621582	1504720831.5775812	1504720842.3894155	10.811834335327148	0.18019723892211914
3205	3205	DONE	12.520698547363281	1504716196.6274636	1504716206.7822466	10.154783010482788	0.16924638350804647
3194	3194	DONE	12.521242141723633	1504716029.4637663	1504716038.8380036	9.374237298965454	0.1562372883160909
3181	3181	DONE	14.713325500488281	1504715826.9668145	1504715837.5019798	10.535165309906006	0.17558608849843343
3405	3405	DONE	12.52047348022461	1504719465.7643623	1504719476.0482543	10.283891916275024	0.17139819860458375
3176	3176	DONE	25.041942596435547	1504715733.8593035	1504715749.5757625	15.716459035873413	0.26194098393122356
3204	3204	DONE	12.520456314086914	1504716180.3332329	1504716191.092939	10.759706020355225	0.17932843367258708
3180	3180	DONE	12.521316528320312	1504715810.8880723	1504715821.487377	10.599304676055908	0.17665507793426513
3450	3450	DONE	12.520975112915039	1504720332.945924	1504720343.0927196	10.146795511245728	0.16911325852076212
3151	3151	DONE	11.195919036865234	1504715302.8274276	1504715311.9452155	9.117787837982178	0.1519631306330363
3504	3504	DONE	9.748733520507812	1504721279.3386674	1504721288.5482693	9.209601879119873	0.1534933646519979
3562	3562	DONE	25.041128158569336	1504722275.4067316	1504722291.870965	16.4642333984375	0.2744038899739583
3272	3272	DONE	12.520896911621094	1504717298.3880718	1504717308.868677	10.480605125427246	0.1746767520904541
3271	3271	DONE	24.02199935913086	1504717276.642726	1504717292.964883	16.32215714454651	0.2720359524091085
3321	3321	DONE	12.49599838256836	1504718063.5602698	1504718073.8148751	10.254605293273926	0.1709100882212321
3452	3452	DONE	14.376750946044922	1504720364.183169	1504720374.2192984	10.036129474639893	0.16726882457733155
3277	3277	DONE	12.520530700683594	1504717381.1567254	1504717391.592774	10.43604850769043	0.17393414179484049
3269	3269	DONE	12.520135879516602	1504717244.4169607	1504717254.173396	9.75643539428711	0.16260725657145184
3290	3290	DONE	12.521251678466797	1504717594.162501	1504717604.1072483	9.94474720954895	0.16574578682581584
3276	3276	DONE	14.37226676940918	1504717364.40866	1504717374.5399945	10.13133454322815	0.16885557572046916
3316	3316	DONE	12.52102279663086	1504717985.4949064	1504717995.2617118	9.766805410385132	0.16278009017308553
3319	3319	DONE	12.521291732788086	1504718031.1174028	1504718041.8214586	10.704055786132812	0.1784009297688802
3315	3315	DONE	9.74827766418457	1504717969.09459	1504717979.956431	10.861840963363647	0.18103068272272746
3274	3274	DONE	12.520242691040039	1504717330.648189	1504717340.1785624	9.530373334884644	0.15883955558141072
3267	3267	DONE	9.749044418334961	1504717213.0583096	1504717221.92312	8.864810466766357	0.14774684111277261
3289	3289	DONE	12.520956039428711	1504717577.5614321	1504717587.5007803	9.939348220825195	0.16565580368041993
3264	3264	DONE	12.521474838256836	1504717168.3948042	1504717178.7959635	10.401159286499023	0.1733526547749837
3334	3334	DONE	12.521734237670898	1504718272.8613343	1504718282.892761	10.031426668167114	0.16719044446945192
4611	4611	DONE	8.368892669677734	1504743058.40539	1504743066.0845695	7.679179430007935	0.1279863238334656
3273	3273	DONE	12.520538330078125	1504717314.4283555	1504717324.8945916	10.466236114501953	0.17443726857503256
3275	3275	DONE	12.520641326904297	1504717346.200194	1504717356.736172	10.535978078842163	0.17559963464736938
3293	3293	DONE	14.376720428466797	1504717640.3982255	1504717650.7608697	10.36264419555664	0.1727107365926107
3288	3288	DONE	12.520975112915039	1504717562.1910183	1504717572.085048	9.89402961730957	0.16490049362182618
3287	3287	DONE	12.520614624023438	1504717546.5505455	1504717556.7535849	10.203039407730103	0.17005065679550171
3482	3482	DONE	25.04384422302246	1504720906.8831697	1504720922.4856417	15.602472066879272	0.26004120111465456
3453	3453	DONE	12.521265029907227	1504720379.968923	1504720390.266278	10.297354936599731	0.1716225822766622
3324	3324	DONE	14.371688842773438	1504718114.5051756	1504718124.8312955	10.326119899749756	0.1721019983291626
3412	3412	DONE	12.521644592285156	1504719672.5081923	1504719682.766792	10.258599758148193	0.17097666263580322
3297	3297	DONE	25.041837692260742	1504717702.7751033	1504717718.0766187	15.301515340805054	0.2550252556800842
3278	3278	DONE	12.520263671875	1504717397.1328232	1504717406.6865687	9.55374550819397	0.15922909180323283
3285	3285	DONE	12.520414352416992	1504717508.9668329	1504717519.16132	10.19448709487915	0.16990811824798585
3350	3350	DONE	12.521337509155273	1504718549.341149	1504718559.9965253	10.655376195907593	0.17758960326512654
3322	3322	DONE	12.520627975463867	1504718079.9786098	1504718090.9042003	10.925590515136719	0.18209317525227864
3335	3335	DONE	13.669393539428711	1504718288.6338937	1504718299.4976661	10.86377239227295	0.18106287320454914
3317	3317	DONE	12.522087097167969	1504718000.8319402	1504718012.2315505	11.3996102809906	0.1899935046831767
3295	3295	DONE	9.748920440673828	1504717673.3478765	1504717682.3117778	8.963901281356812	0.1493983546892802
3283	3283	DONE	12.520553588867188	1504717479.4577713	1504717488.7381406	9.280369281768799	0.15467282136281332
3280	3280	DONE	25.042098999023438	1504717428.7255907	1504717443.8619435	15.136352777481079	0.2522725462913513
3337	3337	DONE	43.583274841308594	1504718317.488883	1504718341.3609853	23.8721022605896	0.39786837100982664
3494	3494	DONE	13.67091178894043	1504721118.6487145	1504721131.0794463	12.430731773376465	0.20717886288960774
3262	3262	DONE	14.372304916381836	1504717132.505068	1504717142.8183157	10.313247680664062	0.17188746134440105
3260	3260	DONE	28.15035629272461	1504717090.4718738	1504717111.776757	21.304883241653442	0.35508138736089073
3244	3244	DONE	13.686819076538086	1504716829.2238126	1504716841.0557098	11.831897258758545	0.19719828764597574
3240	3240	DONE	13.670846939086914	1504716764.3150969	1504716775.010722	10.695625066757202	0.1782604177792867
3239	3239	DONE	9.748830795288086	1504716749.3987994	1504716758.5064898	9.107690334320068	0.15179483890533446
3495	3495	DONE	12.521379470825195	1504721137.0929732	1504721146.428831	9.33585786819458	0.15559763113657635
3282	3282	DONE	9.74894905090332	1504717464.331697	1504717473.8165815	9.48488450050354	0.15808140834172565
3480	3480	DONE	25.04361915588379	1504720868.1186855	1504720884.7009912	16.582305669784546	0.27637176116307577
3250	3250	DONE	12.521026611328125	1504716937.2272859	1504716946.84234	9.6150541305542	0.16025090217590332
3243	3243	DONE	12.520904541015625	1504716813.4232504	1504716823.2139246	9.790674209594727	0.16317790349324543
3266	3266	DONE	6.816160202026367	1504717199.7636254	1504717207.5272045	7.7635791301727295	0.12939298550287884
3237	3237	DONE	25.041501998901367	1504716707.3633933	1504716722.4887857	15.125392436981201	0.2520898739496867
4620	4620	DONE	12.52070426940918	1504743245.604916	1504743255.797024	10.192107915878296	0.16986846526463825
3249	3249	DONE	12.519401550292969	1504716920.8850558	1504716930.9995067	10.114450931549072	0.16857418219248455
3265	3265	DONE	12.520790100097656	1504717184.508925	1504717194.151463	9.642538070678711	0.1607089678446452
3281	3281	DONE	12.520700454711914	1504717448.8896203	1504717458.593435	9.70381474494934	0.16173024574915568
3235	3235	DONE	12.520788192749023	1504716672.4500287	1504716681.8362038	9.386175155639648	0.15643625259399413
3232	3232	DONE	12.518972396850586	1504716625.70288	1504716634.4234676	8.720587730407715	0.1453431288401286
3409	3409	DONE	25.042598724365234	1504719530.2226925	1504719545.8135881	15.590895652770996	0.2598482608795166
3259	3259	DONE	12.52200698852539	1504717075.276343	1504717085.4679508	10.19160771369934	0.1698601285616557
3246	3246	DONE	12.520843505859375	1504716873.453577	1504716883.772953	10.319375991821289	0.17198959986368814
3284	3284	DONE	12.52117919921875	1504717493.7625902	1504717503.231663	9.469072818756104	0.15781788031260172
3256	3256	DONE	12.520578384399414	1504717029.1871374	1504717038.8365996	9.649462223052979	0.16082437038421632
3255	3255	DONE	12.519721984863281	1504717014.1930664	1504717024.129655	9.936588525772095	0.16560980876286824
3506	3506	DONE	12.520946502685547	1504721311.4126318	1504721321.5237613	10.111129522323608	0.16851882537206014
3411	3411	DONE	12.52100944519043	1504719569.7795608	1504719666.8093135	97.02975273132324	1.617162545522054
3481	3481	DONE	14.376728057861328	1504720890.130005	1504720901.1364038	11.006398916244507	0.18343998193740846
3314	3314	DONE	12.520902633666992	1504717952.965489	1504717963.4619565	10.496467590332031	0.17494112650553387
3257	3257	DONE	12.520380020141602	1504717044.402313	1504717053.7881813	9.385868310928345	0.1564311385154724
3252	3252	DONE	12.520816802978516	1504716968.3738217	1504716977.7783923	9.404570579528809	0.1567428429921468
3253	3253	DONE	12.516876220703125	1504716983.1724505	1504716993.3877995	10.215348958969116	0.1702558159828186
3286	3286	DONE	25.041276931762695	1504717524.6277149	1504717541.0967252	16.46901035308838	0.2744835058848063
3505	3505	DONE	14.37673568725586	1504721294.4848628	1504721305.2889774	10.804114580154419	0.18006857633590698
3410	3410	DONE	12.520929336547852	1504719552.3707194	1504719562.9231336	10.552414178848267	0.1758735696474711
3268	3268	DONE	12.520471572875977	1504717227.6488466	1504717238.9601629	11.31131625175476	0.188521937529246
3254	3254	DONE	25.057729721069336	1504716998.8709157	1504717009.123956	10.253040313720703	0.1708840052286784
3251	3251	DONE	12.520706176757812	1504716952.260741	1504716962.9099474	10.649206399917603	0.17748677333196003
3248	3248	DONE	12.52133560180664	1504716905.4146414	1504716915.446183	10.031541585922241	0.1671923597653707
3270	3270	DONE	12.520925521850586	1504717261.015559	1504717271.0734015	10.057842493057251	0.16763070821762086
3150	3150	DONE	12.520303726196289	1504715287.4637702	1504715297.4379869	9.97421669960022	0.166236944993337
4609	4609	DONE	12.527429580688477	1504743028.0723693	1504743033.2701573	5.1977880001068115	0.0866298000017802
3199	3199	DONE	25.040361404418945	1504716094.3063722	1504716108.8900177	14.583645582199097	0.24306075970331828
3066	3066	DONE	12.520261764526367	1504713878.600343	1504713889.4855115	10.885168552398682	0.18141947587331136
3062	3062	DONE	28.149873733520508	1504713809.313829	1504713828.091787	18.777958154678345	0.3129659692446391
4606	4606	DONE	18.268627166748047	1504742948.531096	1504742963.6541376	15.12304162979126	0.25205069382985434
3053	3053	DONE	12.520559310913086	1504713666.9930336	1504713677.0064716	10.013437986373901	0.1668906331062317
3039	3039	DONE	12.520864486694336	1504713451.0253825	1504713462.9723687	11.946986198425293	0.19911643664042156
3048	3048	DONE	13.706096649169922	1504713589.0259275	1504713600.8198617	11.793934106826782	0.19656556844711304
3038	3038	DONE	12.521059036254883	1504713434.3929892	1504713445.8464978	11.453508615493774	0.19089181025822957
3097	3097	DONE	12.521297454833984	1504714411.6525762	1504714422.5819037	10.929327487945557	0.18215545813242595
3396	3396	DONE	12.520484924316406	1504719324.8229382	1504719335.4937172	10.67077898979187	0.17784631649653118
3037	3037	DONE	12.516851425170898	1504713415.9852688	1504713429.08152	13.096251249313354	0.21827085415522257
3023	3023	DONE	13.378009796142578	1504713182.785767	1504713193.9045634	11.118796348571777	0.18531327247619628
3095	3095	DONE	25.04161834716797	1504714369.716569	1504714385.2336502	15.517081260681152	0.25861802101135256
3076	3076	DONE	12.520606994628906	1504714053.6522188	1504714069.9825375	16.330318689346313	0.2721719781557719
3061	3061	DONE	12.521045684814453	1504713794.3324206	1504713804.0701668	9.737746238708496	0.1622957706451416
3033	3033	DONE	6.406948089599609	1504713357.8495471	1504713363.768276	5.918728828430176	0.09864548047383627
3047	3047	DONE	9.749227523803711	1504713575.40102	1504713583.9542143	8.553194284439087	0.1425532380739848
3034	3034	DONE	12.521263122558594	1504713368.8346057	1504713380.2903242	11.455718517303467	0.1909286419550578
3065	3065	DONE	12.926689147949219	1504713862.4064357	1504713873.1438062	10.737370491027832	0.17895617485046386
3054	3054	DONE	12.52064323425293	1504713682.116532	1504713692.672221	10.555688858032227	0.17592814763387044
3067	3067	DONE	15.80093002319336	1504713895.0481946	1504713905.5519452	10.503750562667847	0.17506250937779744
3088	3088	DONE	9.748844146728516	1504714255.3563073	1504714265.3383048	9.9819974899292	0.1663666248321533
3086	3086	DONE	4.873680114746094	1504714221.11049	1504714227.7731383	6.6626482009887695	0.11104413668314615
3098	3098	DONE	12.521020889282227	1504714427.296782	1504714439.2512367	11.95445466041565	0.19924091100692748
3091	3091	DONE	12.52043342590332	1504714301.3135443	1504714311.6100788	10.296534538269043	0.17160890897115072
3085	3085	DONE	4.87371826171875	1504714209.4897962	1504714215.8318565	6.342060327529907	0.10570100545883179
3071	3071	DONE	13.706144332885742	1504713970.898491	1504713982.041601	11.143110036849976	0.18571850061416625
3080	3080	DONE	12.520578384399414	1504714132.7428558	1504714142.5107274	9.767871618270874	0.16279786030451457
3063	3063	DONE	9.748138427734375	1504713833.2996619	1504713842.194399	8.894737243652344	0.14824562072753905
3070	3070	DONE	13.667619705200195	1504713954.3827744	1504713965.754781	11.37200665473938	0.18953344424565632
3444	3444	DONE	9.748891830444336	1504720237.840081	1504720248.2106116	10.370530605316162	0.17284217675526936
3068	3068	DONE	25.042524337768555	1504713910.8666737	1504713927.6846247	16.817950963974	0.2802991827329
3064	3064	DONE	12.520919799804688	1504713847.3788402	1504713857.1740777	9.79523754119873	0.16325395901997883
3055	3055	DONE	12.521106719970703	1504713697.5361226	1504713709.3113394	11.775216817855835	0.19625361363093058
3397	3397	DONE	9.748798370361328	1504719341.2355022	1504719350.1983376	8.962835311889648	0.14938058853149414
3140	3140	DONE	12.520103454589844	1504715132.5857556	1504715143.211882	10.626126527786255	0.1771021087964376
3077	3077	DONE	25.043424606323242	1504714075.0959468	1504714091.610978	16.515031099319458	0.275250518321991
3398	3398	DONE	14.376731872558594	1504719355.4402468	1504719366.842221	11.401974201202393	0.19003290335337322
3099	3099	DONE	13.689437866210938	1504714444.3804462	1504714455.6162179	11.235771656036377	0.18726286093393962
3022	3022	DONE	12.520938873291016	1504713166.5616837	1504713177.4441674	10.882483720779419	0.18137472867965698
3075	3075	DONE	13.70949935913086	1504714036.583611	1504714048.4765975	11.892986536026001	0.19821644226710003
3073	3073	DONE	12.520147323608398	1504714002.5182848	1504714013.151539	10.633254289627075	0.17722090482711791
3395	3395	DONE	14.376728057861328	1504719306.763208	1504719319.0822	12.318992137908936	0.2053165356318156
2996	2996	DONE	4.8737030029296875	1504712750.9766293	1504712757.7203352	6.743705987930298	0.1123950997988383
3081	3081	DONE	8.322675704956055	1504714147.2384639	1504714154.7812297	7.542765855789185	0.1257127642631531
3058	3058	DONE	12.519882202148438	1504713746.5112765	1504713758.112831	11.60155463218689	0.19335924386978148
3031	3031	DONE	21.79052734375	1504713324.4340441	1504713339.5832067	15.149162530899048	0.25248604218165077
3043	3043	DONE	9.749168395996094	1504713513.3252187	1504713526.6819878	13.35676908493042	0.22261281808217367
3001	3001	DONE	12.520681381225586	1504712821.5057156	1504712833.6494462	12.143730640411377	0.20239551067352296
2998	2998	DONE	9.748546600341797	1504712779.2568183	1504712787.880695	8.623876810073853	0.14373128016789755
2987	2987	DONE	13.625682830810547	1504712615.6198332	1504712627.1385322	11.518698930740356	0.19197831551233926
3072	3072	DONE	12.520387649536133	1504713987.1816182	1504713997.1208858	9.939267635345459	0.16565446058909097
3057	3057	DONE	12.521081924438477	1504713730.221461	1504713741.2768297	11.055368661880493	0.18425614436467488
3079	3079	DONE	25.042415618896484	1504714112.198859	1504714127.5998402	15.400981187820435	0.25668301979700725
2997	2997	DONE	13.775043487548828	1504712762.788259	1504712773.6987066	10.910447597503662	0.1818407932917277
3015	3015	DONE	12.520586013793945	1504713037.4870427	1504713047.4997866	10.012743949890137	0.16687906583150228
2986	2986	DONE	12.520877838134766	1504712600.1966236	1504712610.2692957	10.072672128677368	0.16787786881128947
3017	3017	DONE	12.520944595336914	1504713068.7292566	1504713078.1970947	9.467838048934937	0.15779730081558227
3084	3084	DONE	4.873710632324219	1504714191.0440273	1504714203.7239695	12.67994213104248	0.211332368850708
3018	3018	DONE	12.520549774169922	1504713085.5096595	1504713096.103213	10.59355354309082	0.17655922571818033
3044	3044	DONE	12.928293228149414	1504713531.8203628	1504713541.7306836	9.91032075881958	0.165172012646993
3060	3060	DONE	12.521011352539062	1504713778.321021	1504713789.215171	10.894150018692017	0.18156916697820027
3046	3046	DONE	4.873741149902344	1504713563.2165592	1504713570.2457843	7.02922511100769	0.11715375185012818
3032	3032	DONE	4.873699188232422	1504713345.8160987	1504713352.7538793	6.9377806186676025	0.11562967697779337
3016	3016	DONE	12.52060317993164	1504713053.344165	1504713063.3848825	10.040717363357544	0.1673452893892924
3553	3553	DONE	12.520551681518555	1504722113.8350077	1504722125.2162027	11.381195068359375	0.18968658447265624
3045	3045	DONE	12.520866394042969	1504713546.9110177	1504713558.1573122	11.246294498443604	0.18743824164072673
3020	3020	DONE	40.670684814453125	1504713123.0262976	1504713145.7576401	22.731342554092407	0.37885570923487344
4665	4665	DONE	8.411712646484375	1504744342.83838	1504744350.794628	7.956247806549072	0.1326041301091512
3007	3007	DONE	12.520679473876953	1504712909.715358	1504712920.547721	10.83236289024353	0.18053938150405885
3002	3002	DONE	12.522018432617188	1504712838.7193627	1504712849.207864	10.48850131034851	0.17480835517247517
3094	3094	DONE	25.041826248168945	1504714349.3877745	1504714364.5826275	15.194853067398071	0.25324755112330116
3082	3082	DONE	12.520334243774414	1504714160.4669516	1504714170.345828	9.878876447677612	0.16464794079462688
3074	3074	DONE	12.519752502441406	1504714018.7437022	1504714029.6372857	10.893583536148071	0.18155972560246786
3083	3083	DONE	12.519445419311523	1504714175.5316641	1504714185.074515	9.542850971221924	0.15904751618703206
3059	3059	DONE	12.520570755004883	1504713762.7967563	1504713773.6288514	10.8320951461792	0.18053491910298666
3019	3019	DONE	12.52006721496582	1504713101.154061	1504713117.9207077	16.76664662361145	0.2794441103935242
3003	3003	DONE	21.78984260559082	1504712854.3644614	1504712869.5923831	15.227921724319458	0.2537986954053243
3092	3092	DONE	12.520515441894531	1504714316.774316	1504714327.5233712	10.74905514717102	0.179150919119517
3110	3110	DONE	7.086273193359375	1504714647.1614397	1504714654.9497015	7.788261890411377	0.12980436484018962
3120	3120	DONE	12.520360946655273	1504714813.0539637	1504714823.621304	10.56734037399292	0.17612233956654866
3146	3146	DONE	9.749588012695312	1504715221.4628875	1504715230.1490366	8.68614912033081	0.14476915200551352
3154	3154	DONE	25.042001724243164	1504715349.0992115	1504715365.7456956	16.64648413658142	0.277441402276357
3157	3157	DONE	12.521398544311523	1504715408.0763974	1504715421.333986	13.257588624954224	0.22095981041590373
3139	3139	DONE	12.520071029663086	1504715116.6818688	1504715126.9966133	10.314744472503662	0.17191240787506104
3530	3530	DONE	13.184711456298828	1504721707.7141385	1504721718.3858752	10.671736717224121	0.17786227862040202
3448	3448	DONE	12.519699096679688	1504720300.994726	1504720311.9152055	10.920479536056519	0.18200799226760864
3402	3402	DONE	9.74755859375	1504719419.2181008	1504719427.9463675	8.728266716003418	0.1454711119333903
3174	3174	DONE	12.516855239868164	1504715684.7974792	1504715695.430072	10.632592916488647	0.17720988194147747
3145	3145	DONE	14.376758575439453	1504715208.450565	1504715216.2117789	7.761213779449463	0.12935356299082437
3128	3128	DONE	12.520524978637695	1504714944.137613	1504714954.1368492	9.999236106872559	0.16665393511454266
3164	3164	DONE	12.520208358764648	1504715528.2746568	1504715538.4120169	10.137360095977783	0.16895600159962973
3153	3153	DONE	12.520383834838867	1504715332.9617393	1504715343.6795776	10.717838287353516	0.17863063812255858
3143	3143	DONE	12.520923614501953	1504715177.9589462	1504715187.4339995	9.475053310394287	0.1579175551732381
3131	3131	DONE	12.520111083984375	1504714987.0518584	1504714997.3357017	10.283843278884888	0.1713973879814148
3119	3119	DONE	12.519601821899414	1504714797.1023505	1504714807.8717003	10.769349813461304	0.1794891635576884
4724	4724	DONE	18.2697696685791	1504745701.449976	1504745726.5067163	25.056740283966064	0.4176123380661011
3133	3133	DONE	12.520858764648438	1504715018.9779594	1504715029.6713524	10.693392992019653	0.17822321653366088
3118	3118	DONE	12.520755767822266	1504714781.1911745	1504714791.922173	10.730998516082764	0.17884997526804605
3168	3168	DONE	12.520910263061523	1504715588.2773483	1504715598.7881284	10.510780096054077	0.17517966826756795
3134	3134	DONE	13.709470748901367	1504715035.072776	1504715045.3219142	10.249138116836548	0.17081896861394247
3170	3170	DONE	12.521282196044922	1504715619.799779	1504715629.620843	9.821063995361328	0.1636843999226888
3159	3159	DONE	12.521297454833984	1504715442.3536928	1504715452.678451	10.324758291244507	0.1720793048540751
3175	3175	DONE	28.15003776550293	1504715700.7953944	1504715727.776498	26.981103658676147	0.4496850609779358
